ID,Year,Month,Day,Country,Region,City,UN,INGO,LNGO/NRCS,ICRC,IFRC,Other,Nationals killed,Nationals wounded,Nationals kidnapped,Total nationals,Internationals killed,Internationals wounded,Internationals kidnapped,Total internationals,Total killed,Total wounded,Total kidnapped,Total affected,Gender Male,Gender Female,Gender Unknown,Means of attack,Attack context,Location,Details,,,
309,2004,6,,Chechnya,Ossetiaand,,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,K,U,U,1 INGO international staff kidnapped in Ossetiaand and held for 6 months.,,,
303,2004,6,,Afghanistan,,,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,B,U,OC,1 NGO national staff injured by bomb outside gate.,,,
302,2004,6,2,Afghanistan,Badghis,,0,5,0,0,0,0,2,0,0,2,3,0,0,3,5,0,0,5,0,0,5,U,Am,R,"3 INGO international and 2 national staff killed when vehicle ambushed in Badghis, June 2. The organization said it was suspending all activity across the country.",,,
308,2004,6,16,Pakistan,Punjab,near Maryan,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,1,1,0,S,Am,R,"2 NGO national staff seriously injured when five unidentified armed men opened fire on their vehicel near Maryan, June 16.",,,
305,2004,6,18,DR Congo,Kasongo,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,BA,D,C,"1 INGO national staff detained and severely beaten by a police commander in Kasongo, June 18.",,,
307,2004,6,19,Uganda,Kitgum,about 15 km north of Kitgum,0,2,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,2,0,0,U,Am,R,"2 INGO national staff killed when food convoy to South Sudan ambushed by LRA about 15 km north of Kitgum town, June 19.",,,
301,2004,6,22,Chechnya,Nazran,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,S,IA,U,"1 UN national staff shot and killed in Nazran, June 22.",,,
304,2004,6,24,Iraq,,,0,0,3,0,0,0,2,1,0,3,0,0,0,0,2,1,0,3,3,0,0,U,R,OC,"2 NGO national staff killed, 1 national staff wounded in NGO office attack, June 24.",,,
311,2004,7,,Afghanistan,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,BA,IA,U,"1 INGO national staff stabbed and wounded in robbery, later received death threats from perpetrator.",,,
310,2004,7,30,Iraq,Najaf,,0,0,4,0,0,0,4,0,0,4,0,0,0,0,4,0,0,4,0,0,4,KK,IA,U,"4 NGO national staff tortured and killed by army of Al Mahdi in Najaf, July 30.",,,
317,2004,8,,Sudan,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,S,U,U,1 INGO national staff shot and wounded.,,,
312,2004,8,,Sudan,,,3,0,5,0,0,0,0,0,8,8,0,0,0,0,0,0,8,8,0,0,8,K,U,U,3 UN national staff and 5 national RC staff kidnapped.,,,
315,2004,8,,Afghanistan,Paktia,,0,2,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,0,0,2,S,U,U,2 INGO national staff shot and killed in Paktia.,,,
316,2004,8,12,Sudan,Darfur,Kalma camp,0,2,0,0,0,0,1,1,0,2,0,0,0,0,1,1,0,2,0,0,2,U,IA,PS,"1 INGO national staff killed and 1 national staff wounded in attack on IDPs in Kalma camp, Aug 12. Victim killed was alleged by the IDPs to be a major leader of Janjaweed.",,,
313,2004,8,26,Iraq,Najaf,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,S,U,U,"1 UN national staff shot and killed in Najaf, Aug 26.",,,
314,2004,8,30,Iraq,road from Baghdad to Najaf,,0,0,4,0,0,0,0,4,0,4,0,0,0,0,0,4,0,4,0,0,4,U,Am,R,"4 RC national staff wounded when convoy attacked on road from Baghdad to Najaf, Aug 30.",,,
321,2004,9,,Iraq,Mosul,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,U,IA,P,1 INGO national staff shot and killed in Mosul cafe.,,,
320,2004,9,,Afghanistan,,,0,10,0,0,0,0,0,10,0,10,0,0,0,0,0,10,0,10,0,0,10,BA,MV,U,10 INGO national staff (of two different organizations) beaten and stoned by mob after false rumors spread regarding their activities.,,,
318,2004,9,7,Iraq,Baghdad Province,Baghdad,0,4,0,0,0,0,0,0,2,2,0,0,2,2,0,0,4,4,1,3,0,K,R,OC,"Two INGO international (Italian) staff and two national staff were kidnapped from their office.  All four were released three weeks later, on 28 September 2004.",,,
322,2004,9,14,Haiti,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,S,IA,R,"1 INGO national staff shot and wounded when victim happened upon an armed robbery of a bus, Sept 14.",,,
326,2004,10,,Sudan,Darfur,between Muzbat and Um Baru,0,3,0,0,0,0,1,1,0,2,1,0,0,1,2,1,0,3,0,0,3,LM,Am,R,"1 INGO international staff, 1 national staff killed and 1 national staff injured by landmine between Muzbat and Um Baru in Darfur.",,,
327,2004,10,,Iraq,,,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,KK,IA,U,1 INGO international staff kidnapped in Iraq and later killed.,,,
323,2004,10,,Afghanistan,,,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,S,C,U,1 UN national staff wounded when hit in shootout.,,,
324,2004,10,3,DR Congo,Goma,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,S,U,U,"1 UN national staff shot and killed in Goma, Oct 3.",,,
325,2004,10,10,Occupied Palestinian Territories,,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,U,U,U,1 UN national staff killed in explosion.,,,
332,2004,11,,Sudan,Darfur,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,BA,D,C,"1 INGO national staff detained and beaten by police, who took away his INGO ID and materials.",,,
331,2004,11,,Sudan,Darfur,Kalma camp,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,S,MV,PS,"1 INGO national staff shot in foot during fighting in Kalma camp, Nov 14.",,,
330,2004,11,,DR Congo,south of Bunia,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,S,Am,U,"1 NGO national staff shot and wounded when four colleagues attacked by unidentified gunmen south of Bunia, Nov 15.",,,
328,2004,11,,Cote D'Ivoire,,,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,AB,C,U,1 NGO international staff killed along with nine French soldiers in an attack by Cote D,,,
329,2004,11,,Afghanistan,,,0,3,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,3,3,0,0,AB,R,OC,"3 INGO national staff killed by rocket propelled grenade attack on compound, Nov 28.",,,
339,2004,12,,Uganda,Kitgum,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,S,IA,U,1 INGO national staff shot and wounded in Kitgum national bar.,,,
340,2004,12,,Sudan,Darfur,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,S,C,PS,1 INGO national staff wounded when police fired on a wedding celebration in the camp.,,,
336,2004,12,,Sudan,Darfur,Labado,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,S,U,U,1 INGO national staff shot and killed in attack on Labado center.,,,
333,2004,12,,Occupied Palestinian Territories,,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,BA,U,U,1 UN national staff stabbed to death.,,,
334,2004,12,5,Afghanistan,Kabul,,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,U,U,U,"1 INGO international (Japanese) staff killed in Kabul, Dec 5.",,,
335,2004,12,12,Sudan,Darfur,South,0,2,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,0,0,2,S,Am,R,"2 INGO national staff shot and killed during an attack on a convoy of humanitarian vehicles in South Darfur, Dec 12.",,,
337,2004,12,16,Sudan,Darfur,South,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,3,K,Am,R,"3 INGO national staff kidnapped at gunpoint in rebel-held Labado, South Darfur, Dec 16.",,,
338,2004,12,18,Kenya,,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,U,Am,U,"1 INGO national staff killed in ambush by bandits in North Korea, Dec 18.",,,
347,2005,1,,Somalia,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,S,IA,H,1 INGO national staff attacked in home by 3 armed men. This appears to be an assassination attempt. Previous similar attacks have been attributed to extremist groups.,,,
342,2005,1,,Somalia,,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,U,Am,R,1 UN contracted driver killed in convoy ambush.,,,
343,2005,1,,Kenya,Nairobi,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,S,U,U,1 UN national staff shot and killed in Nairobi.,,,
348,2005,1,,Afghanistan,,,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,2,0,0,S,R,OC,2 INGO national staff tied up and wounded in armed robbery of INGO office/house by armed gang.,,,
345,2005,1,6,Sudan,West Darfur,from Mornei to Geneina,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,S,Am,R,"1 staff contracted by the UN was killed when unidentified gunman attacked an empty, 6-vehicle convoy contracted by UN returning from Mornei to Geneina in West Darfur, Jan 6.",,,
344,2005,1,10,Zimbabwe,Harare,,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,BA,Am,R,"1 UN international (Anglo-Swiss) staff stabbed in roadside assault in Harare, Jan 10.",,,
346,2005,1,13,Iraq,,,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,KK,U,U,"1 ICRC national staff kidnapped, Jan 13; later found dead.",,,
349,2005,1,21,Sudan,West Darfur,Seleia,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,S,R,U,"1 INGO national staff killed when a large group of armed tribesman attacked Seleia in West Darfur, Jan 21. A violent confrontation ensued in which civilians were killed, including the guard.",,,
351,2005,2,,Iraq,,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,VBIED,Am,P,1 INGO national staff died at bus station when car bomb exploded.,,,
677,2005,2,21,Sudan,Darfur,,0,7,0,0,0,0,0,0,7,7,0,0,0,0,0,0,7,7,0,0,7,K,Am,PS,7 INGO national staff and three vehicles abducted during a food distribution. The incident lasted slightly more than 24 hours. Head of INGO office managed to negotiate their release with no injuries or ransom.,,,
350,2005,2,23,Afghanistan,Helmand,,0,0,2,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,0,0,2,U,U,U,"2 NGO national staff murdered in Helmand, Feb 23.",,,
352,2005,3,,Somalia,Bari,Bossaso,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,2,U,IA,U,"2 UN national staff wounded when they were attacked in Bossaso town, Bari region, by some anti-vaccination individuals.",,,
355,2005,3,,Afghanistan,Kabul,,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,U,Am,U,1 IFI international staff seconded to Afghan govt ambushed and killed in Kabul.,,,
353,2005,3,8,Afghanistan,Farah,,0,0,2,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,0,0,2,U,U,U,"2 NGO national staff killed in attack in Farah, March 8.",,,
354,2005,3,10,Sudan,Darfur,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,BA,Am,R,"1 INGO national staff beaten when vehicle ambushed and robbed, March 10.",,,
356,2005,3,22,Sudan,Darfur,South,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,S,Am,R,"1 donor agency international staff shot and seriously wounded when convoy attacked in South Darfur, May 22. First such incident for this organization's personnel.",,,
361,2005,4,,Somalia,,,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,2,AB,R,PS,2 INGO national staff received minor wounds when unidentified assailant threw grenade into the organiation's hospital.,,,
357,2005,4,,Iraq,,,0,2,0,0,0,0,1,0,0,1,1,0,0,1,2,0,0,2,1,1,0,VBIED-S ,Am,R,2 INGO staffers - international director and national director - both killed by suicide car bomber apparently targeting US military convoy.,,,
363,2005,4,,Chechnya,,,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,U,C,U,1 NGO national staff arrested and presumed killed during an FSB raid on the building victim was in. Several FSB officers were killed during the raid. It was then claimed that victim resisted arrest.,,,
362,2005,4,13,Afghanistan,Baghlan,,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,U,U,U,"1 NGO national staff killed in Baghlan, April 13.",,,
358,2005,4,14,Sudan,West Darfur,Krenik,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,2,0,BA,IA,PS,"2 INGO national staff seriously assaulted and injured during NFI distribution in Krenik, West Darfur, April 14. Possibly linked to the agency",,,
359,2005,4,15,Sudan,"Jebel Marra, West Darfur",Golo,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,S,IA,U,"1 INGO national staff shot and killed in Golo, in the Jebel Marra region of West Darfur, April 15. Likely a personal issue, unrelated to work of INGO.",,,
360,2005,4,18,Somalia,,,0,3,0,0,0,0,1,1,0,2,0,1,0,1,1,2,0,3,0,0,3,S,U,U,"1 INGO national staffer killed, 1 international staff and 1 national staff wounded in armed attack, April 18.",,,
367,2005,5,,Nepal,,,1,0,1,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,2,BA,U,U,1 UN national staff and 1 NGO national staff beaten by Maoist rebels.,,,
371,2005,5,,Malawi,,,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,0,3,U,MV,OC,"3 INGO national staff injured when protestors, angry over US deportation of terror suspects stormed compound.",,,
370,2005,5,,Afghanistan,Kabul,,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,K,U,U,"1 INGO international (Italian) staff kidnapped in Kabul, later released.",,,
369,2005,5,,Afghanistan,Baghlan,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,BA,IA,U,1 INGO national staff killed by hanging in an incident involving three Afghan women who were found hanged in Baghlan as warning to female aid workers (one of the others was a national civil servant; one was unidentified).,,,
368,2005,5,1,Sudan,Northeast,near Kassala,0,4,0,0,0,0,2,1,1,4,0,0,0,0,2,1,1,4,0,0,4,K,Am,R,"2 RC national staff killed, 1 national staff wounded and 1 national staff kidnapped when their vehicle was attacked near the eastern town of Kassala, May 1.",,,
364,2005,5,10,Chad,,,5,2,0,0,0,0,0,7,0,7,0,0,0,0,0,7,0,7,0,0,7,BA,MV,PS,"5 UN national staff and 2 NGO national staff injured when they were beaten with sticks during protest at refugee camp, May 10.",,,
365,2005,5,12,Sudan,Darfur,South,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,S,Am,R,"1 locally contracted truck driver for the UN was ambushed and shot dead in South Darfur, May 12.",,,
376,2005,6,,Uganda,,,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,2,U,Am,U,2 INGO national staff wounded in ambush by LRA.,,,
378,2005,6,,Indonesia,Nabire,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,BA,IA,U,"1 INGO national staff beaten and attempted stabbing in Nabire, likely stemming from dissatisfaction with INGO project.",,,
372,2005,6,,Haiti,,,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,KK,U,U,1 RC national staff found shot and killed after being kidnapped.,,,
380,2005,6,,DR Congo,Ituri,,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,0,2,K,U,U,1 INGO international (French) staff and 1 national staff kidnapped in Ituri; released 10 days later.,,,
373,2005,6,1,Afghanistan,bridge on the Kandahar-Herat highway,,0,7,0,0,0,0,2,5,0,7,0,0,0,0,2,5,0,7,0,0,7,VBIED,Am,R,"2 1NGO national staff killed and 5 national staff injured from the by insurgent bomb attack on bridge on the Kandahar-Herat highway, June 1.",,,
374,2005,6,4,Afghanistan,Uruzgan,,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,U,U,U,"1 NGO national staff killed in Uruzgan, June 4.",,,
375,2005,6,7,Afghanistan,,,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,S,IA,U,"1 NGO national staff shot and killed by unknown assailants in Ghazni, June 7. According to report, killing was to set an example and deter others from working with NGOs.",,,
377,2005,6,14,DR Congo,,,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,2,K,Am,R,"2 INGO national staff kidnapped with vehicle, June 1; released the next day.",,,
379,2005,6,23,Sudan,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,S,R,H,"One INGO national staff shot and wounded by group who invaded victim's house, June 23. Motive was ethnic rivalry (victim's wife is an Arab).",,,
384,2005,7,,Sudan,North Darfur,Zam Zam camp,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,K,U,PS,"1 NGO nationals staff abducted in Zam Zam camp in North Darfur, July 11; later released, July 15.",,,
383,2005,7,,Sudan,Darfur,,0,15,0,0,0,0,0,15,0,15,0,0,0,0,0,15,0,15,0,0,15,U,MV,PS,15 INGO national staff injured during camp riots targeting intl organizations participating in the first day of the WFP food registration program.,,,
382,2005,7,,Sudan,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,S,IA,H,1 INGO national staff assaulted during armed robbery at victim's house.,,,
381,2005,7,,Indonesia,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,BA,Am,R,1 INGO national staff stopped and beaten by TNI - angry victim had not delivered to army camp.,,,
387,2005,7,,Afghanistan,,,0,0,2,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,0,0,2,KK,U,U,2 NGO national staff kidnapped in July 2005; found dead on Dec 4. They were working on a health project.,,,
386,2005,7,15,Kenya,,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,S,U,U,"1 UN national staff shot and killed, July 15.",,,
385,2005,7,23,Sudan,South,10 km north of Sania Fandu,0,2,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,0,0,2,U,Am,R,"2 INGO national staffkilled when two trucks of an were ambushed and looted 10 km north of Sania Fandu, July 23.",,,
388,2005,8,,Somalia,,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,U,MV,U,1 UN national staff killed by local gang allegedly of youths from the Gambol Secondary School. The incident caused the relocation of both national and international staff of UN agency from Garowe to Gardo.,,,
389,2005,8,,Iraq,,,0,2,0,0,0,0,1,1,0,2,0,0,0,0,1,1,0,2,0,0,2,S,R,U,1 INGO national staff killed and 1 national staff wounded in attack by armed group.,,,
392,2005,9,,Sudan,,,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,3,K,Am,R,3 NGO national staff hijacked and kidnapped by armed men.,,,
391,2005,9,,Sudan,West Darfur,from Beida to Geneina,0,17,0,0,0,0,0,15,0,15,0,2,0,2,0,17,0,17,0,0,17,U,Am,R,15 INGO national staff and 2 international staff when convoy of seven vehicles stopped when travelling from Beida to Geneina in West Darfur.,,,
393,2005,9,,Afghanistan,Parwan,,0,2,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,2,0,0,2,U,Am,R,1 INGO international staff wounded and 1 national staff killed when ambushed on motorbike in Parwan.,,,
390,2005,9,9,Sudan,north of Manawashi,Amar Gadeed village,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,BA,Am,R,"1 UN national staff severely assaulted when two commercial trucks contracted by the UN were ambushed and looted at Amar Gadeed village, north of Manawashi, Sept 9.",,,
396,2005,10,,Sudan,Darfur,from El Obein to Nyala,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,S,Am,R,"1 UN national staff shot in his left hand and 80 bags of sugar was looted when truck travelling from El Obein to Nyala was attacked by 15 armed men on camel, Oct 19.",,,
404,2005,10,,Guyana,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,BA,R,H,1 INGO national staff assaulted during armed robbery on home by armed group.,,,
397,2005,10,,Afghanistan,towards Kandahar,,0,0,8,0,0,0,5,3,0,8,0,0,0,0,5,3,0,8,0,0,8,S,Am,R,5 NGO national staff killed and 3 national staff wounded when shot by Taliban insurgents while driving towards Kandahar.,,,
496,2005,10,1,Occupied Palestinian Territories,,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,S,U,U,"1 UN national staff killed by gunshot wounds in the West Bank, Oct 1.",,,
394,2005,10,3,Somalia,,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,S,IA,H,"1 UN national staff shot dead outside residence in by masked men, Oct 3. Unknown motive.",,,
398,2005,10,20,Afghanistan,Faryab,,0,0,4,0,0,0,1,3,0,4,0,0,0,0,1,3,0,4,0,0,4,U,U,U,"1 NGO national staff killed and 3 national staff wounded in Faryab by suspected Taliban guerrillas, Oct 20.",,,
399,2005,10,25,Uganda,,,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,2,U,Am,U,"2 INGO national staff wounded in ambush by LRA rebels, Oct 25.",,,
400,2005,10,26,Uganda,,,0,4,0,0,0,0,2,2,0,4,0,0,0,0,2,2,0,4,0,0,4,U,Am,U,"2 INGO national staff killed, 2 national staff wounded (victims from two INGOs) in ambushes by LRA rebels, Oct 26.",,,
401,2005,10,26,Sudan,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,U,IA,H,"1 INGO national staff assaulted and wounded by military men outside victim's residence, Oct 26.",,,
402,2005,10,28,Sudan,Darfur,,2,6,0,0,0,0,0,8,0,8,0,0,0,0,0,8,0,8,0,0,6,BA,Am,R,"2 UN national staff and 6 INGO national staff beaten when convoy ambushed in Darfur, Oct 28.",,,
403,2005,10,31,Sudan,South,,0,2,0,0,0,0,1,0,0,1,1,0,0,1,2,0,0,2,0,0,2,U,Am,U,"1 NGO international (Iraqi) staff and 1 national staff killed from demining group in another LRA ambush, Oct 31.",,,
406,2005,11,,South Sudan,,,0,2,0,0,0,0,1,0,0,1,1,0,0,1,2,0,0,2,1,0,1,U,Am,U,1 INGO international (British) staff and 1 national staff killed when ambushed by LRA.,,,
407,2005,11,,Iraq,,,0,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,2,1,1,0,K,U,U,1 INGO international (German) staff and 1 national staff kidnapped,,,
405,2005,11,16,Somalia,southwest of Burao,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,LM,Am,R,"1 UN national staff killed when vehicle hit landmine southwest of Burao, Nov 16.",,,
410,2005,12,,Madagascar,Antananarivo,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,BA,U,U,1 UN national staff killed by stab wounds in Antananarivo.,,,
413,2005,12,,DR Congo,,,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,2,BA,Am,C,2 ICRC national staff beat up when vehicle ambushed by military police who also stole vehicle.,,,
409,2005,12,,DR Congo,,,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,K,U,U,One UN national staff held hostage in protest of demobilized soldiers not being paid.,,,
415,2005,12,,Colombia,,,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,2,K,U,U,2 INGO national staff detained and held by FARC overnight.,,,
408,2005,12,1,Kenya,,,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,BA,U,U,"1 UN international staff (Somali) killed from head injuries (unspecified malicious act) in Kenya, Dec 1.",,,
414,2005,12,5,Iraq,,,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,K,U,U,"1 INGO international (French) staff kidnapped, Dec 5; later released.",,,
411,2005,12,11,Sudan,South Darfur,between Solong and Golo,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,S,Am,R,"1 UN nationals staff struck by a bullet and later died when five UN trucks attacked between Solong and Golo in South Darfur after having already delivered food, Dec 11.",,,
412,2005,12,19,South Sudan,,Rumbek,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,U,C,U,"1 UN national staff injured during a clash between two families in Rumbek in Southern Sudan, Dec 19.",,,
504,2006,,,Sudan,Darfur,Tawilla-Kabkabiye road from El Fasher to Kabkabiye,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,2,0,0,BA,Am,R,"2 UN national staff drivers in hired commercial vehicles with food commodities were ambushed by armed men on the Tawilla-Kabkabiye road from El Fasher to Kabkabiye, were beaten, then allowed to proceed. Ambushed and beaten again after 2 kilometers",,,
518,2006,,,Iraq,,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,U,U,U,1 INGO national staff volunteer killed.,,,
517,2006,,,Iraq,,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,U,U,U,1 INGO national staff volunteer killed.,,,
592,2006,,,DR Congo,,,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,RSA,U,U,1 national staff of an NGO (a partner organization of an INGO) raped,,,
418,2006,1,,DR Congo,Rutshuru,,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,3,K,Am,R,"3 INGO national staff kidnapped: vehicles hijacked with their drivers for 7 days (1 for 7 days, 2 for 3 days) in Rutshuru. By FARDC to transport troops & materials.",,,
416,2006,1,,DR Congo,Goma,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,U,Am,U,1 UN national staff driver killed during robbery by military in Goma.,,,
417,2006,1,,Afghanistan,Helmand,Lashkargah,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,S,IA,P,"1 NGO national staff killed in Lashkargah, Helmand. 1 or 2 shot at mosque.",,,
419,2006,1,16,Guatemala,Solola ,,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,RSA,Am,R,"1 INGO international staff member attacked and sexually assaulted in Solola while walking home, Jan 16.",,,
420,2006,2,,Colombia,Norte de Santander,,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,0,2,K,U,U,"2 INGO international (1 British, 1 Dutch) staff kidnapped by ELN in the Norte de Santander, with demands that the govt turn over the body of leader Wildemar Castro. Treated well and released unharmed.",,,
423,2006,3,,Occupied Palestinian Territories,Gaza,Khan Younis,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,K,R,OC,"1 ICRC international (Swiss) staff was abducted by unknown armed men at the ICRC office in Khan Younis, Gaza Strip.",,,
421,2006,3,1,Somalia,Afmadow,260 miles southwest of Mogadishu,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,K,U,U,"1 UN international (US) staff abducted in Afmadow, 260 miles southwest of Mogadishu, Wed March 1; released next day.",,,
507,2006,3,14,Sudan,North Darfur,"Kauda, on the El Fasher-Kabkabiya road",0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,3,K,Am,R,"3 INGO national staff kidnapped when a commercial truck hired by an INGO to transport items for its water and sanitation programme was hijacked at Kaura (on the El Fasher-Kabkabiya road) by three armed men, 14 March.",,,
