ID,Year,Month,Day,Country,Region,City,UN,INGO,LNGO/NRCS,ICRC,IFRC,Other,Nationals killed,Nationals wounded,Nationals kidnapped,Total nationals,Internationals killed,Internationals wounded,Internationals kidnapped,Total internationals,Total killed,Total wounded,Total kidnapped,Total affected,Gender Male,Gender Female,Gender Unknown,Means of attack,Attack context,Location,Details,,,
1234,2011,1,24,Pakistan,Balochistan,Chaman,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,BA,Am,R,"1 INGO natl staff (male) was captured (held less than 24 hrs) while on the road, and severely beaten. ",,,
1087,2011,1,25,Pakistan,Mastung,Ghanja Dori ,0,0,2,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,1,1,0,S,Am,R,Two workers for a local NGO (a driver and a female staff) were shot and killed on the spot while traveling 50 km from the provincial metropolois.,,,
1088,2011,1,27,Afghanistan,Parwan Province,Chaharikar District,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,U,IA,R,"A local female staff of an INGO engaged in education and microfinance was approached by two men on motorcycles, and killed on her way to a project location. The attackers fled the scene immediately afterwards. The victim was a 12th grade student in a local high-school, employed part-time as the INGO teacher trainer for a longer-term training program. The attackers targeted the said INGO staff member, possibly because of her involvement with women's programming.",,,
1235,2011,1,30,Central African Republic,,Kabo,0,8,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,1,0,0,K,U,U,Two international staff of an INGO were kidnapped and later relased. Six national staff were taken and held briefly (not counted here because detention was less than 24 hours),,,
1236,2011,2,,Tanzania,,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,U,U,U,A staff member of an INGO was killed in Tnazania.  No other information is available,,,
1089,2011,2,1,Afghanistan,Nangarhar Province,Khogyani District,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,KK,Am,R,"Two days after the attack, the body of an NGO staff member was found by local villagers. It appears that the staff member was traveling on his motorcycle towards his home village when he was abducted and killed execution-style. Motivation for the killing was not established.",,,
1272,2011,2,4,Papua New Guinea,,Port Moresby,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,BA,Am,R,A national staffer of a UN agency was injured in a car-jacking.,,,
1314,2011,2,13,Somalia,South-Central,Mogadishu,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,AB,R,OC,A security guard for an INGO was injured when a and grenade was lobbed into the organization's compound.,,,
1239,2011,2,15,DR Congo,North Kivu,Rutushuru,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,S,Am,R,"An INGO driver was wounded in both his arms after unidentified armed men in military clothing at the side of the road shot at his vehicle, ",,,
1090,2011,2,18,Afghanistan,Faryab Province,Qaysar ,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,2,0,0,BA,R,OC,At least two guards were beaten and left in a ditch when three armed men broke into an INGO communications center.,,,
1237,2011,2,18,Haiti,,Port au Prince,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,S,Am,R,A national staff driver of a foreign Red Cross organization sustained a gunshot wound to the arm when his vehicle came under fire from bandits attempting to rob a convoy.,,,
1091,2011,2,19,Afghanistan,Nangarhar Province,Jalalabad City,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,S,C,P,"A local employee of an INGO was among those killed during a sustained firefight between armed opposition groups and ANP and IMF forces. Several dozen people were killed during the attack at Kabul Bank, where the INGO employee had gone to collect his salary.",,,
1092,2011,2,20,Somalia,Nugaal Region,Burtinle,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,K,R,H,A national staff from an INGO was abducted by pirates at his residence in the evening. The abduction is reportedly related to private matters.,,,
1238,2011,2,21,Afghanistan,Nuristan,Want,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,K,Am,R,"An INGO driver was abducted by the Taliban along with two patients. The patients were released after an hour, and the driver was released after 2 hours.  About 15 minutes down the road the driver was abducted again by another group of Taliban and was held until 2100hrs on 22  Feb.",,,
1093,2011,2,23,Afghanistan,Helmand ,Lashkar Gah ,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,S,IA,U,A local employee of an INGO was wounded when he was shot by two members of an armed opposition group riding on motorcycle. The attack is thought to be related to the type of activity the INGO undertakes.,,,
1241,2011,2,28,Afghanistan,Balkh,"Chimtal District, Bodana Qala village",3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,3,0,0,K,Am,R,"Three drivers of UN contracted trucks were abducted by Taliban fighters who looted the food, and burnt the trucks ",,,
1242,2011,3,1,Philippines,Mindanao,"Barangay Dalaun, Lumbayanague ",1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,K,U,U,"An national employee of a transport company contracted by a UN agency (together with his two sons) was abducted by armed men in Barangay Dalaun, Lumbayanague (Mindanao, Philippines) -allegedly in relation to perceived unfair distribution of  rice transported by the company. The driver and his two sons were eventually released unconditionally",,,
1278,2011,3,3,Yemen,,Sa'ada,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,S,C,U,A UN national staff member was struck and injured by a stray bullet in crossfire between Al-Houthi and Mujalli militias in Sa&rsquo;ada (Yemen). ,,,
1243,2011,3,3,Haiti,,Port au Prince,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,K,U,U,A national staff of an INGO was kidnapped in Port au Prince and held for two days,,,
1244,2011,3,10,Libyan Arab Jamahiriya,,Misrata,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,2,S,C,PS,Two national Red Crescent medics were injured by a ricochet of bullets that hit a wall while they were trying to clear a corpse.,,,
1094,2011,3,12,Afghanistan,Baghlan ,Dushi ,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,U,IA,U,A national staff of a local NGO was killed most likely as a result of a confrontation with individuals with whom he was involved in a personal dispute. The death is not thought to be linked to his affiliation with an NGO.,,,
1245,2011,3,16,Sudan,Eastern Equatoria State,Torit,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,S,Am,R,The driver of a INGO-water tanker was shot and injured during an ambush that appeared directed at a commercial vehicle travelling in front of the INGO water truck in Torit (southern Sudan).,,,
1246,2011,3,24,Myanmar,,Meiktila,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,BA,IA,H,An INGO staff number was wounded when she (and her two children) were attacked by a man with a sword in their home.  The attacker was a guard from a neighboring house. ,,,
1103,2011,3,28,Cote D'Ivoire,Tabou region,Near Du,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,U,U,U,"A national staff of an INGO was killed in unknown circumstances, during violence in the western part of the country, while on leave to attend to family matters.",,,
1099,2011,3,29,Cote D'Ivoire,Anyama,Near Abidjan,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,K,U,R,"A local staff, the head of an INGO, was kidnapped by an armed group while he was headed to a suburb of Abidjan to evacuate staff after violent clashes in that area. He was released two days later.",,,
1247,2011,4,1,Honduras,,Achiote Municipality,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,S,Am,R,An ambulance driver was shot and wounded when the ambulance was attacked.  Survived with a head wound.,,,
1280,2011,4,3,Sudan,Jonglei State,Bor,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,BA,IA,U,A UN national staff member was injured by blows to the head with a bottle in a non-work-related incident,,,
1095,2011,4,5,Afghanistan,Kunar Province,Wata Pur District,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,0,3,S,Am,R,Three NGO staff received moderate to severe gunshot wounds when their vehicle was stopped by a group of gunmen who quickly opened fire on their vehicle.,,,
1121,2011,4,7,Afghanistan,East Khost,Nadir Shah Kot Zeinkhel village area,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,2,K,Am,R,Two NGO staff were abducted while traveling through the area with a group of 9 NGO employees (from an INGO and a national partner NGO). Four staff managed to escape while three others were not targeted. The two employees were released unharmed sometime before 14 July 2011. ,,,
1096,2011,4,10,DR Congo,South Kivu,"Ngomo, Uvira",0,2,0,0,0,0,0,1,0,1,0,1,0,1,0,2,0,2,0,0,2,U,Am,U,"Two staff (one national, one international) were wounded when unidentified armed men in military uniforms attacked and looted an INGO vehicle.",,,
1248,2011,4,10,Uganda,,Kitgum,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,BA,U,U,"One national staff of na INGO was assaulted and robbed while returning home at around 23:00, in Kitgum. He was hospitalized. ",,,
1279,2011,4,13,Sudan,North Darfur,Kabkabiya,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,S,C,,"A UN national staff memberstaff was injured by a stray bullet during an exchange of gunfire between police and bank robbers in Kabkabiya, North Darfur in Sudan ",,,
1120,2011,4,18,Sudan,Central Equatoria State,Juba,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,U,R,OC,A security guard for an INGO was murdered when someone entered the INGO compound and looted cash and valuables from the office. ,,,
1101,2011,4,19,Sudan,Unity State,,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,2,0,0,K,Am,R,"Two national staff (drivers) of a UN agency went missing after their vehicle was comandeered by SPLA and were forced to drive, carrying SPLA soldiers, into an area of active conflict.",,,
1122,2011,4,19,Pakistan,,Quetta City,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,2,VBIED-RC,U,OC,2 national staff of a national NGO were injured when a VBIED detonated remotely near two NGO offices. It is not known if and why the NGOs may have been targeted. ,,,
1097,2011,4,22,Sudan,South Sudan,"Jonglei, Duk County, Pajut",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,U,Am,R,A national staff of a UN agency was wounded when the convoy he was traveling with was ambushed by unknown armed elements wearing military uniforms.,,,
1098,2011,4,22,Afghanistan,Central Kabul,District 5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,S,R,H,A local staff member of a local NGO was shot and killed by unknown armed men as he was exiting his home.,,,
1100,2011,4,23,Sudan,Jonglei State,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,U,Am,R,A national staff of a UN agency was killed during an attack by armed assailants while traveling on duty.,,,
1249,2011,5,4,Afghanistan,Ghazni,Ghazni,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,K,Am,R,"An INGO ambulance driver was abducted by Taliban, released unharmed six days later.",,,
1250,2011,5,4,Central African Republic,,Tiringoulou,0,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,4,K,Am,R,"Four INGO national staff were ambushed, abducted and robbed, and held for three days.  They were released unharmed",,,
1251,2011,5,10,Afghanistan,Ghazni,Ghazni,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,S,C,R,A national staffer of an INGO was shot and seriously wounded while traveling to his home town on annual leave. It is believed that he was caught in the crossfire. ,,,
1252,2011,5,12,Sudan,,Walgak,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,S,IA,U,An INGO national staff member was shot and killed by the relative of another staff member of the organization in what appears to be a personal revenge killing.,,,
1102,2011,5,13,Ethiopia,Ogaden,Near Jijiga,4,0,0,0,0,0,1,1,2,4,0,0,0,0,1,1,2,4,1,0,3,K,Am,U,"One UN driver was killed, another staff wounded, and two staff captured when their UN agency vehicle was attacked by gunmen, in an area where pro-government forces are engaged in counter-insurgency operations against the ONLF. Each side blamed the other for the attack. UPDATE: the 2 kidnapped individuals were released on 30 June. ",,,
1253,2011,5,18,El Salvador,,Guazapa municipality (near San Salvador),0,0,2,0,0,0,1,1,0,2,0,0,0,0,1,1,0,2,2,0,0,S,IA,P,Two young volunteer EMTs shot while walking to their office.  One survived.,,,
1123,2011,5,23,Afghanistan,West Ghor,"Pasaband, Talmastan Village",0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,BA,R,PS,"The head of an NGO clinic was physically assaulted and wounded when two armed men entered the clinic and requested that he accompany them to a patient, who was reportedly in a house in the vicinity of the clinic. The head of the clinic refused to go with him because he had to take care of other patients. Afterwards the men left the clinic reportedly without further demands or threats.",,,
1160,2011,5,25,Sudan,Western Bahr al Ghazal State  ,Marial Bai,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,BA,D,R,One national INGO staff was badly beaten and treated for head injuries when four INGO staff were stopped by SPLA at a checkpoint. The staff members were brought to the military barracks and one was badly beaten.,,,
1115,2011,5,28,Yemen,Hadramout ,Seyun,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,1,2,0,K,U,U,"Three French INGO staff (two women, one man) were kidnapped in Hadramout region by what seemed to be an extremist Islamist group. ",,,
1162,2011,6,,Somalia,,Baidoa,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,K,IA,H,A local staff (polio specialist) was taken from his home in late June by Al Shabaab members. The office computer was also confiscated for investigations. His relative has said that she expects him to be released once the investigation is complete.,,,
1116,2011,6,2,Sudan,Unity State,Awila,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,LM,Am,R,"A driver contracted by an INGO to transport supplies was killed when his vehicle was struck by a landmine. Several other people were also killed, but they were not working for the contractor or the INGO.",,,
1117,2011,6,3,Afghanistan,North Balkh Sholgara ,Quochi (Kocheck) ,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,BA,IA,H,One national NGO staff member (an assistant doctor) was stabbed and killed by armed men who entered his house. The men also beat his wife into unconsciousness. It is thought that this incident was the result of a personal dispute. ,,,
1124,2011,6,3,Afghanistan,Central Logar,"Baraki Barak, Sajawand Village",0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,KK,U,U,1 NGO deminer was abducted and later beheaded by a group of four members of an armed opposition group. He was employed by the NGO and was spending his leave in his home village. ,,,
1125,2011,6,5,Afghanistan,Faryab,"Pashtun Kot, Ming Darakht Village",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,K,U,U,A national staff member of an NGO was abducted and later released due to the interventions of local elders.  ,,,
1118,2011,6,7,Afghanistan,East Nangarhar ,Khogyani Pirakhel,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,S,Am,R,"While on his way from his home to the office, a locally hired NGO employee was shot and injured.",,,
1119,2011,6,7,Afghanistan,East Nangarhar ,Khogyani Dac Area,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,S,Am,U,"A second employee from the NGO office was targeted by gunmen as he was walking in the DAC area, suffering gunshots wounds to his body.",,,
1126,2011,6,7,Afghanistan,North Balkh ,Mazir-I-Sharif,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,BA,Am,R,A national staff member of an NGO was stopped and beaten by soldiers while travelling in his private vehicle.  ,,,
1127,2011,6,8,Sudan,South Kordofan State,Kadugli,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,S,U,U,"A UN national staff member was shot and wounded by Sudanese Armed Forces (PDF), near PDF HQ.",,,
1128,2011,6,9,Afghanistan,Central Daykundi,Miramor,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,BA,IA,U,A contractor hired by a UN agency to provide stationery for schools was physically attacked by the District Governor after refusing to seek his approval for the distribution. ,,,
1130,2011,6,11,Afghanistan,East Kunar,Asadabad,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,3,K,Am,R,"3 NGO national staff remained in captivity after a group of 13 persons, including 10 NGO workers, were stopped by 10 armed men thought to be AOG while traveling in a rented vehicle. Some of the group was not abducted, while local elders negotiated the release of 5 of the NGO staff the next day (not counted here). The remaining 3 were still in captivity several days later. ",,,
1131,2011,6,16,Afghanistan,North Jawzjan,"Aqcha, Besh Kapa Area, Zadriani Village",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,U,U,U,The driver of an INGO vehicle was injured when an IED detonated.,,,
1161,2011,6,18,Kenya,Fafi,"Hagadera, Dadaab",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,BA,IA,P,A driver for an international aid agency was hit with a pistol on the forehead by armed Somalis who attacked him as he was coming out of his hotel. The attackers stole the vehice and fled across the Kenya-Somali border. ,,,
1132,2011,6,19,Sudan,Central Equatoria State,Juba,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,BA,Am,R,One UN-contracted truck driver was seriously beaten and injured on his left hand when unknown armed persons robbed the trucks at a checkpoint near Juba town. The perpetrators stole a number of items. The trucks were carrying non-food items.,,,
1133,2011,6,23,Pakistan,Mansehra,EAA Khyber Pakhtunkhwa,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,2,BA,MV,OC,At least two office managers of an INGO were physically assaulted when a group of 40-45 people forcibly entered the INGO office and held them hostage for two hours. The offenders accused the INGO of not paying invoices.,,,
1134,2011,6,23,Afghanistan,South Helmand,"Nahri Sarraj, Deh Mazang Area",0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,S,C,OC,"A staff member of a national demining NGO was wounded, and later died of his injuries, when he was shot by international military forces (IMF) in what appears to have been a force protection shooting. The victim was operating in the vicinity of an IMF facility, in civilian clothes and utilizing a GPS, at the time of the incident. ",,,
1135,2011,6,23,Afghanistan,North Balkh ,Mazir-I-Sharif,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,S,IA,U,A national staff of an international organisation was praying near the scene of attempted kidnapping when he was shot and injured. The perpetrators were attempting to kidnap the son of a petrol pump station. ,,,
1136,2011,6,23,Sudan,Central Equatoria State,Juba,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,BA,R,H,A UN worker and his (pregnant) wife were beaten when three intruders broke into their residence in the middle of the night. They were hospitalized for their injuries. Nothing was stolen and the reason for the attack is unclear. ,,,
1273,2011,6,23,Afghanistan,Mazar-I-Sharif,Mazir-I-Sharif,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,S,U,U, A national staffer of a UN agency was injured in an armed attack.,,,
1255,2011,6,24,Kenya,,Near Nairobi,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,BA,Am,R,A national staffer of an INGO (and his adult son) were attacked about an hour from Nairobi on the road. They were both injured and robbed; hospitalized. ,,,
1137,2011,6,29,Afghanistan,South Helmand,"Naw Zad, Alizo Village",0,0,3,0,0,0,1,2,0,3,0,0,0,0,1,2,0,3,0,0,3,U,Am,U,One de-miner was killed and two others were injured when a RCIED hit a local de-mining NGO unmarked Land Cruiser vehicle. ,,,
1138,2011,7,4,Afghanistan,East Paktya,"Gardez, Zaw Area",0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,U,C,PS,"One deminer of a demining NGO was injured while working on mine clearnace in the area, when armed opposition group members attacked a convoy of international military forces with small arms fire. ",,,
1129,2011,7,6,Afghanistan,West Farah,"Bala Buluk, Shamalgah area",0,0,6,0,0,0,4,0,2,6,0,0,0,0,4,0,2,6,0,0,6,KK,U,U,Two national staff of a demining NGO were abducted on 6 July and released on 10 July. Four national NGO staff were also killed during this incident (three shot and one beheaded). ,,,
1254,2011,7,10,Afghanistan,Nuristan,Doaba,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,AB,C,R,INGO driver was caught up in some fighting between ISAF and AOG.  An AOG fired rocket impacted near the vehicle and he was wounded in the leg and hospitalized.,,,
1139,2011,7,15,South Sudan,Jonglei State,"Akobo County, Kaikuiny Boma",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,S,C,U,One national staff of an INGO was shot and wounded in his leg when Murle Tribesman attacked Kaikuiny Boma for unknown reasons.,,,
1140,2011,7,18,Pakistan,Baluchistan ,Surkhab ,0,8,0,0,0,0,0,0,8,8,0,0,0,0,0,0,8,8,0,0,8,K,Am,R,Eight national staff of an American INGO were kidnapped late on 18 July while on their way back from delivering relief items near the border of Afghanistan and Pakistan. ,,,
1141,2011,7,23,Afghanistan,Central Wardek,District center,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,U,C,U,"An NGO employee was killed during a night-time operation carried out by international military forces, which killed 3 local residents / suspected armed opposition group members.",,,
1142,2011,7,24,Afghanistan,Kandahar,Kandahar City,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,S,Am,R,"A female national NGO staff member was shot and killed in the vicinity of her residence while she was on the way home from the office, by two unknown armed men riding on a motorcycle. ",,,
1143,2011,7,28,Afghanistan,Faryab,Maymana,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,2,K,Am,R,"2 staff members of a national demining NGO were abducted by a large group of armed men while driving in a rented vehicle to survey a project area. 1 managed to escape two days later, while the other was rescued during an IMF/ANSF operation three days following the abduction.",,,
1256,2011,8,3,Pakistan,Sindh,"Naushero Feroze, Near Moro",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,K,Am,,One national staff of INGO kidnapped whilst in vehicle on N5 motorway.  His vehicle was recovered from Taluka hospital. Ransom requested.,,,
1281,2011,8,5,Ethiopia,,Kebridehar,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,AB,R,P,A UN national staff member was injured in a grenade attack in a restaurant in Kebridehar.,,,
1144,2011,8,14,Sudan,Darfur,Nyala,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,K,Am,R,An Italian staff member of an INGO was kidnapped by four armed men while driving with two Sudanese colleagues. ,,,
1257,2011,8,15,Chad,,N'Djamena,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,BA,IA,P,Two INGO international staff were robbed by men armed with knives while walking back to their residence.  Once resisted and recieved stab wounds to the arm/shoulder,,,
1145,2011,8,18,South Sudan,,"Jonglei State, Pieri area",0,5,0,0,0,0,5,0,0,5,0,0,0,0,5,0,0,5,0,0,5,U,R,U,"4 national staff of one INGO and at least 1 national staff of a separate INGO were killed during raids that killed hundreds of people and destroyed many houses, an INGO hospital and vehicles.",,,
1146,2011,8,19,Afghanistan,Parwan,Salang Pass,0,2,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,2,2,0,0,BA,IA,P,"Two German INGO workers were found dead in the Hindu Kush mountains. The men, who had gone hiking along the Salang Pass, had been beaten and robbed, presumably by local nomadic people.",,,
1147,2011,8,20,South Sudan,,"Manyo County, Kaka Upper Nile",0,9,0,0,0,0,1,8,0,9,0,0,0,0,1,8,0,9,0,0,9,U,C,U,1 INGO national staff killed and 8 INGO national staff wounded during clashes between suspected elements of a rebel militia group and Sudanese armed forces.,,,
1258,2011,8,25,Somalia,Hiran,Mataban district,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,U,C,U,A staff member of  a local NGO (a UN implementing partner) was killed an operation by militia forces allied with the Transitional Federal Government in an operation to recover two trucks carrying UN food which had been carjacked by militias of another clan.,,,
1148,2011,8,26,Nigeria,,Abuja,46,0,0,0,0,0,9,37,0,46,0,0,0,0,9,37,0,46,0,0,46,VBIED-S ,R,OC,"Nine national UN staff (those included within the parameters of AWSD) were among those killed by an attack by a suicide bomber on the UN House in Abuja. Around 37 UN staff (those included within the parameters of AWSD) were among those injured; they are presumed here to be all national staff, pending verification.",,,
1149,2011,8,27,Somalia,Gedo ,Garbahaarrey,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,KK,U,U,One female national staff of an NGO was kidnapped and also shot by Al Shabab militants. ,,,
1150,2011,8,28,Afghanistan,Takhar ,"Bangi District, Saqab Village Area",0,2,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,1,0,1,U,Am,R,Two INGO national staff (a driver and another staff member) were killed when an IED (thought to be a RCIED) detonated their vehicle on the road. ,,,
1151,2011,8,28,Somalia,Bay Region,Baidoa,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,S,U,U,"A national ICRC staff was shot several times in the head and chest by Al Shabab militants. The incident caused escalating tensions between Al Shabab rebels and local clan elders, who demanded a retaliatory killing.",,,
1152,2011,9,7,Sudan,Darfur,"El Fasher, El Nakhil area ",0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,S,R,H,One national staff of an NGO was injured and subsequently died when he was shot by two armed men who entered his house and tried to steal a vehicle at gunpoint. ,,,
1259,2011,9,7,Syrian Arab Republic,,Homs,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,3,0,0,S,U,R,Three volunteer EMTs were wounded by bullets when their ambulance came under fire during hostilities in Homs.  Not clear if it was targeted or hit by crossfire.,,,
1153,2011,9,9,DR Congo,North Kivu,"Kigoma, Mpofi, Walikale",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,K,U,U,"The driver of an NGO vehicle was kidnapped by members of the Mayi-Mayi Cheka group near Kigoma, Mpofi, in the Walikale part of North Kivu, DRC. Following an engagment between MONUSCO forces and the Mayi Mayi Cheka, and subsequent negotiations, he was released on 18 September. ",,,
1154,2011,9,10,DR Congo,North Kivu,"Kaseghe, near Lubero",0,6,0,0,0,0,0,0,6,6,0,0,0,0,0,0,6,6,0,0,6,K,U,U,"Six national staff of an INGO were kidnapped by members of the Conseil des Révolutionaires Congolais (CRC), a splinter group of Mayi-Mayi PARECO. They were released on 18 September following negotiations.  ",,,
1155,2011,9,10,South Sudan,,"Guatda Awing Payam, Twic County",0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,U,C,U,One casual worker for an INGO was killed (along with one other person) during an attack by suspected Nuer. The attackers looted 18 heads of cattle.,,,
1156,2011,9,12,Honduras,,Danli,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,BA,R,H,A national staff of a UN agency was injured (along with his father) by a sharp object when three armed men broke into their home. The men also burglarized the home. The men were subsequently treated in the hospital.   ,,,
1158,2011,9,18,Afghanistan,West Ghor,"Pasaband, Mazar Qul Village",0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,S,IA,R,"A national staff of an INGO was shot and killed while on his way to work. Motive is unknown, but it may have been a personal dispute.",,,
1157,2011,9,19,Kenya,North Eastern,Hagadera refugee camp (Dadaab),0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,K,Am,PS,An INGO national staffer was abducted by Al Shabaab in the middle of the day after being held up at gunpoint at Hagadera refugee camp. UPDATE: He was rescued on 10 April 2014 by Kenyan troops who are part of the AU Mission in Somalia (AMISOM) during an operation on the outskirts of the Somali town of Dhobley. ,,,
1159,2011,9,28,Afghanistan,West Herat,Karukh,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,3,0,0,K,Am,R,"Three drivers from two transport companies contracted by two different INGOs were abducted after an armed group hijacked their vehicles, which were carrying food items. The stole the goods and have requested a ransom for the release of the drivers.   ",,,
